geometry.lat,geometry.long,properties.county,properties.state,properties.address,properties.name,properties.phone
41.75085,-111.8350134,UT,US,"1045-1/2 N. Main Street, Suite A, Logan, Utah 84341",Grifols Biomat USA,435-753-7802
36.6027165,-82.194814,Bristol,VA,"1315 Euclid Avenue Ste D-20, Bristol, Virginia 24201",Grifols Biomat USA,276-645-6035
37.0423127,-76.3507293,Hampton,VA,"15 West Mercury Boulevard, Suite C, Hampton, Virginia 23666",Grifols Biomat USA,757.726-0501
36.5838471,-79.3950136,Danville,VA,"202 Boatwright Avenue, Danville, Virginia 24541",Grifols Biomat USA,434-791-0326
36.8361736,-76.3136593,VA,US,"1221 London Boulevard, Portsmouth, Virginia 23704",Grifols Biomat USA,757-393-1200
47.68591809999999,-122.3763521,WA,US,"7726 15th N.W., Seattle, Washington 98117",Grifols Biomat USA,206-782-6675
47.9209396,-122.228136,Snohomish County,WA,"8413 Evergreen Way, Everett, Washington 98208",Grifols Biomat USA,425-267-9800
47.2069582,-122.5035513,Pierce County,WA,"5001 S 56th Street, Suite J-O, Tacoma, Washington 98409",Grifols Biomat USA,253-473-7021
46.2100455,-119.1805137,Benton County,WA,"101 North Union Ste 108, Kennewick, Washington 99336",Grifols Biomat USA,509-737-9000
43.0435326,-87.94581079999999,WI,US,"2522 West State Street, Milwaukee, Wisconsin 53233",Grifols Biomat USA,414-344-2100
40.2405371,-111.643994,Utah County,UT,"501 N 900 East, Provo, Utah 84606",Grifols Biomat USA,801-375-2279
33.8867336,-118.142967,CA,US,"16227 Lakewood Blvd, Bellflower, California 90706",Grifols Biomat USA,562-602-2004
41.6524818,-83.6201682,OH,US,"3217 Dorr Street, Ste B, Toledo, Ohio 43607",Grifols Biomat USA,419-531-3332
39.8260742,-105.0076193,CO,US,"7141 Pecos Street, Denver, Colorado 80221",Grifols Biomat USA,303-427-4059
40.4507509,-80.0247105,PA,US,"1330 Western Avenue, Pittsburgh, Pennsylvania 15322",Grifols Biomat USA,412-322-1909
26.3027615,-98.18779029999999,Hidalgo County,TX,"209 South Jackson Road, Edinburg, Texas 78539",Grifols Biomat USA,956-287-0365
31.3076083,-89.3138,MS,US,"1000 Broadway Drive, Suite 42, Hattiesburg, Mississippi 39401",Grifols Biomat USA,601-620-0908
36.2157499,-115.093767,Clark County,NV,"3250 N Las Vegas Blvd, N Las Vegas, Nevada 89115",Grifols Biomat USA,702-632-0810
42.0889879,-80.13385319999999,PA,US,"2717 West 26th Street, Erie, Pennsylvania 16506",Grifols Biomat USA,814-835-6826
31.2279543,-85.4299406,Houston County,AL,"2721 West Main Street, Dothan, Alabama 36301",Grifols Biomat USA,334-651-8000
27.5309305,-99.4712072,Webb County,TX,"2310 East Saunders Street, Suite 108, Laredo, Texas 78041",Grifols Biomat USA,956-791-0127
41.1037724,-80.6564303,OH,US,"444 Martin Luther King Boulevard, Youngstown, Ohio 44502",Grifols Biomat USA,330-746-8879
41.1648628,-112.0276095,UT,US,"1951 West 5400 South, Roy, Utah 84067",Grifols Biomat USA,801-825-0111
37.1330334,-76.5341493,Newport News,VA,"451 Ariana Road, Newport News, Virginia 23608",Grifols Biomat USA,757-989-5209
40.5813587,-111.871357,UT,US,"727 E 9400 S, Sandy, Utah 84094",Grifols Biomat USA,801-566-2534
37.6573317,-113.0843103,Iron County,UT,"1188 Sage Drive, Cedar City, Utah 84720",Grifols Biomat USA,435-867-8554
40.4717862,-79.818888,PA,US,"12224 Frankstown Road, Pittsburgh, Pennsylvania 15235",Grifols Biomat USA,412-793-0150
44.22940759999999,-88.4324374,Winnebago County,WI,"905 Midway Road, Menasha, Wisconsin 54952",Grifols Biomat USA,920-729-0732
32.9506446,-96.8888805,Dallas County,TX,"1235 S. Josey Lane Suite 520, Carrolton, Texas 75006",Grifols Biomat USA,972-336-1816
37.528393,-77.359809,Henrico County,VA,"4350 S. Laburnum Avenue, Richmond, Virginia 23231",Grifols Biomat USA,804-643-6789
28.4723707,-81.41099899999999,Orange County,FL,"2364 W Oak Ridge Rd, Orlando, Florida 32807",Grifols Biomat USA,407-816-8378
36.0912739,-86.734172,TN,US,"3748 Nolensville Pike, Nashville, Tennessee 37211",Grifols Biomat USA,615-327-0218
41.4848449,-87.33678139999999,IN,US,"7320 Broadway, Merrillville, Indiana 46410",Grifols Biomat USA,219.769.7705
28.8127277,-96.9905462,TX,US,"1309 E. Red River Street, Victoria, Texas 77901",Grifols Biomat USA,361.576.9519
39.5429525,-119.7352604,Washoe County,NV,"652 E Prater Way, Sparks, Nevada 89431",Grifols Biomat USA,775.351.1505
33.1813074,-87.5511353,Tuscaloosa County,AL,"3201 10th Ave Ste E, Tuscaloosa, Alabama 35401","Grifols Talecris Plasma Resources, Inc.",205-752-1547
34.7550208,-86.6378845,AL,US,"2420 Jordan Lane Suite L, Huntsville, Alabama 35816","Grifols Talecris Plasma Resources, Inc.",256-217-0345
32.4735339,-85.03187179999999,Russell County,AL,"1407 280 Bypass, Phenix City, Alabama 36867","Grifols Talecris Plasma Resources, Inc.",334-297-5711
32.693658,-114.6238364,Yuma County,AZ,"1881 S 4th Avenue Suite E, Yuma, Arizona 85364","Grifols Talecris Plasma Resources, Inc.",928-782-2101
33.5536743,-112.1677053,Maricopa County,AZ,"5048 W. Northern Ave. Ste 101, Glendale, Arizona 85302","Grifols Talecris Plasma Resources, Inc.",623-939-0441
34.7173321,-92.3447413,AR,US,"6227 Colonel Glenn Road, Little Rock, Arkansas 72204","Grifols Talecris Plasma Resources, Inc.",501-565-6275
39.7138252,-105.0541889,Jefferson County,CO,"145 S Sheridan Ste 200/202, Lakewood, Colorado 80226","Grifols Talecris Plasma Resources, Inc.",303-238-0363
38.8334672,-104.7843488,El Paso County,CO,"2502 East Pikes Peak Ave Ste 180, Colorado Springs, Colorado 80909","Grifols Talecris Plasma Resources, Inc.",719-635-5926
38.24264,-104.6476334,CO,US,"1501 Moore Avenue, Pueblo, Colorado 81005","Grifols Talecris Plasma Resources, Inc.",719-544-3009
30.3547929,-81.4147199,FL,US,"2444 Mayport Road, Jacksonville, Florida 32233","Grifols Talecris Plasma Resources, Inc.",904-241-6376
30.3911896,-87.2671958,FL,US,"3810 W. Barracas Avenue, Pensacola, Florida 32507","Grifols Talecris Plasma Resources, Inc.",850-456-0975
31.5765814,-84.18229219999999,GA,US,"1308 W Broad Avenue, Albany, Georgia 31707","Grifols Talecris Plasma Resources, Inc.",229-430-7389
32.4061487,-84.9350075,GA,US,"4335 Victory Drive, Columbus, Georgia 31903","Grifols Talecris Plasma Resources, Inc.",706-687-1071
42.3146062,-89.07605889999999,Winnebago County,IL,"1052 West Riverside Blvd Ste 302, Rockford, Illinois 61103","Grifols Talecris Plasma Resources, Inc.",815-633-7125
40.7106617,-89.6030157,IL,US,"1902 North Sheridan Road, Peoria, Illinois 61604","Grifols Talecris Plasma Resources, Inc.",309-686-0173
40.4800034,-88.99813739999999,IL,US,"511 West Washington Street, Bloomington, Illinois 61701","Grifols Talecris Plasma Resources, Inc.",309-827-3031
40.1147289,-88.2768895,Champaign County,IL,"241 S Mattis Avenue, Champaign, Illinois 61821","Grifols Talecris Plasma Resources, Inc.",217-355-9703
42.3695585,-87.8662222,IL,US,"2609 Grand Avenue, Waukegan, Illinois 60085","Grifols Talecris Plasma Resources, Inc.",847-599-9600
40.079431,-85.65335900000001,IN,US,"3533 South Scatterfield Road, Anderson, Indiana 46013","Grifols Talecris Plasma Resources, Inc.",765-649-3900
39.8291017,-86.27215939999999,IN,US,"6340 Gateway Drive Suite 2, Indianapolis, Indiana 46254","Grifols Talecris Plasma Resources, Inc.",317-293-3100
38.17512,-85.712654,KY,US,"5037 Preston Highway, Louisville, Kentucky 40213","Grifols Talecris Plasma Resources, Inc.",502-968-9264
30.2224485,-92.0163383,LA,US,"325 E. Main Street, Lafayette, Louisiana 70501","Grifols Talecris Plasma Resources, Inc.",337-233-6602
30.2247919,-93.1795495,Calcasieu Parish,LA,"1001 Gerstner Memorial Hwy 14, Lake Charles, Louisiana 70601","Grifols Talecris Plasma Resources, Inc.",337-491-9476
32.4852208,-93.710155,Caddo Parish,LA,"1020 Shreveport Barksdale Hwy, Ste 160, Shreveport, Louisiana 71105","Grifols Talecris Plasma Resources, Inc.",318-861-1466
32.5238004,-92.0785472,LA,US,"3511-A Desiard Street, Monroe, Louisiana 71209","Grifols Talecris Plasma Resources, Inc.",318-345-0051
43.061463,-83.753716,Genesee County,MI,"4027 North Jennings Road, Flint, Michigan 48504","Grifols Talecris Plasma Resources, Inc.",810-787-3982
43.3978084,-83.9130651,Saginaw County,MI,"3740 Dixie Highway, Saginaw, Michigan 48601","Grifols Talecris Plasma Resources, Inc.",989-746-9447
42.6950466,-84.56529309999999,MI,US,"921 W Holmes Road, Ste 300, Lansing, Michigan 48910","Grifols Talecris Plasma Resources, Inc.",517-272-9044
44.8948761,-93.0810623,Dakota County,MN,"1695 South Robert Street, West St. Paul, Minnesota 55118","Grifols Talecris Plasma Resources, Inc.",651-455-6111
44.949338,-93.0196823,MN,US,"1910 Suburban Avenue, St. Paul, Minnesota 55119","Grifols Talecris Plasma Resources, Inc.",651-501-0800
45.0876328,-93.2644613,Anoka County,MN,"6582 University Avenue, NE, Fridley, Minnesota 55432","Grifols Talecris Plasma Resources, Inc.",763-571-9166
46.8506282,-96.7662319,MN,US,"800 Holiday Drive Ste 140, Moorhead, Minnesota 56560","Grifols Talecris Plasma Resources, Inc.",218-287-2700
36.194804,-115.1158673,Clark County,NV,"1912 Civic Center Drive, North Las Vegas, Nevada 89030","Grifols Talecris Plasma Resources, Inc.",702 642-4037
35.7974943,-78.5793554,NC,US,"3615 New Bern Avenue, Raleigh, North Carolina 27610","Grifols Talecris Plasma Resources, Inc.",919-231-2744
35.2214873,-80.8248464,NC,US,"731 Central Avenue, Charlotte, North Carolina 28204","Grifols Talecris Plasma Resources, Inc.",704-372-1644
35.2398991,-80.88925689999999,NC,US,"3017 Freedom Drive, Charlotte, North Carolina 28208","Grifols Talecris Plasma Resources, Inc.",704-392-6500
35.0539896,-78.86909419999999,NC,US,"446 Grove Street, Fayetteville, North Carolina 28301","Grifols Talecris Plasma Resources, Inc.",910-323-4154
39.9583704,-83.0919285,OH,US,"3469 Great Western Blvd, Columbus, Ohio 43204","Grifols Talecris Plasma Resources, Inc.",614-308-7974
40.8304408,-81.3800897,Stark County,OH,"824 30th Street NW, Canton, Ohio 44709","Grifols Talecris Plasma Resources, Inc.",330-430-1434
39.79878799999999,-84.252112,Montgomery County,OH,"3909 Salem Avenue, Dayton, Ohio 45506","Grifols Talecris Plasma Resources, Inc.",937-275-5996
35.395021,-97.530969,Oklahoma County,OK,"7103 South Western Avenue, Oklahoma City, Oklahoma 73139","Grifols Talecris Plasma Resources, Inc.",405-634-0220
45.51981019999999,-122.5593293,OR,US,"10115 S.E. Stark Street, Portland, Oregon 97216","Grifols Talecris Plasma Resources, Inc.",503-252-5308
44.9509974,-123.0338218,Marion County,OR,"351 Belmont Street NE, Salem, Oregon 97301","Grifols Talecris Plasma Resources, Inc.",503-364-8946
44.0513081,-123.121808,Lane County,OR,"1901 West 8th Ave., Eugene, Oregon 97402","Grifols Talecris Plasma Resources, Inc.",541-683-9430
40.2926715,-76.8915012,Dauphin County,PA,"2933 North 7th Street, Harrisburg, Pennsylvania 17110","Grifols Talecris Plasma Resources, Inc.",717-232-1501
43.5597753,-96.73193959999999,Minnehaha County,SD,"1025 N. Minnesota Avenue, Sioux Falls, South Dakota 57104","Grifols Talecris Plasma Resources, Inc.",605-271-6090
32.6515315,-96.87769929999999,TX,US,"8057 West Virginia Drive, Dallas, Texas 75237","Grifols Talecris Plasma Resources, Inc.",972-572-0344
35.1960585,-101.8921189,Potter County,TX,"1709 South Avondale Street, Amarillo, Texas 79106","Grifols Talecris Plasma Resources, Inc.",806-355-7373
32.7879513,-97.38522429999999,Tarrant County,TX,"2520 Jacksboro Hwy, Ft. Worth, Texas 76114","Grifols Talecris Plasma Resources, Inc.",817-625-4500
31.1116918,-97.7448654,TX,US,"908 South Ft. Hood Street, Killeen, Texas 76541","Grifols Talecris Plasma Resources, Inc.",254-200-1121
29.4021194,-98.529564,Bexar County,TX,"2118 S Zarzamora Blvd #448, San Antonio, Texas 78207","Grifols Talecris Plasma Resources, Inc.",210-212-6226
27.7487348,-97.418401,Nueces County,TX,"4244 Ayers Street, Corpus Christi, Texas 78415","Grifols Talecris Plasma Resources, Inc.",361-855-0310
26.2001431,-98.2403353,Hidalgo County,TX,"500 S Bicentennial Avenue Ste 200, McAllen, Texas 78501","Grifols Talecris Plasma Resources, Inc.",956-683-1656
29.3565343,-100.8989127,Val Verde County,TX,"829 South Main Street, Del Rio, Texas 78840","Grifols Talecris Plasma Resources, Inc.",830-775-1663
28.70356799999999,-100.5043904,Maverick County,TX,"350 South Adams Street, Eagle Pass, Texas 78852","Grifols Talecris Plasma Resources, Inc.",830-757-3010
31.7617714,-106.4821388,TX,US,"720 Texas Avenue, El Paso, Texas 79901","Grifols Talecris Plasma Resources, Inc.",915-532-5322
31.7738499,-106.4515977,TX,US,"3515 Alameda Drive, El Paso, Texas 79905","Grifols Talecris Plasma Resources, Inc.",915-351-0920
31.6949554,-106.336713,TX,US,"8802 Alameda Avenue, El Paso, Texas 79907","Grifols Talecris Plasma Resources, Inc.",915-859-6855
31.8581716,-106.4338581,El Paso County,TX,"8500 Dyer Street, Space 25, El Paso, Texas 79904","Grifols Talecris Plasma Resources, Inc.",915-757-2735
40.251416,-111.670433,Utah County,UT,"651 West Columbia Lane, Provo, Utah 84604","Grifols Talecris Plasma Resources, Inc.",801-377-1243
37.2472958,-79.95993059999999,VA,US,"2727 Franklin Road, Roanoke, Virginia 24014","Grifols Talecris Plasma Resources, Inc.",540-344-3247
43.0606765,-87.9458539,WI,US,"2530 West North Avenue, Milwaukee, Wisconsin 53205","Grifols Talecris Plasma Resources, Inc.",414-933-2819
41.1051696,-81.4669105,OH,US,"1558 Brittain Road, Akron, OH, 44310","Grifols Talecris Plasma Resources, Inc.",330-633-6288
35.0879187,-78.9508081,Cumberland County,NC,"4600 Bragg Boulevard, Fayetteville, North Carolina 28303","Grifols Talecris Plasma Resources, Inc.",910-867-9915
35.7228042,-78.65428539999999,NC,US,"1411 Garner Station Blvd, Raleigh, North Carolina 27603","Grifols Talecris Plasma Resources, Inc.",919-779-4749
31.7139532,-106.3241432,El Paso County,TX,"8631 North Loop Drive, El Paso, Texas 79907","Grifols Talecris Plasma Resources, Inc.",915-860-7323
31.8188998,-106.4653423,TX,US,"4710 Alabama Street, El Paso, Texas 79930","Grifols Talecris Plasma Resources, Inc.",915-564-5012
42.99655449999999,-83.65437620000002,MI,US,"2840 S Dort Highway, Flint, Michigan 78507","Grifols Talecris Plasma Resources, Inc.",810-743-2025
31.3096617,-92.4493845,Rapides Parish,LA,"800 Jackson Street, Alexandria, Louisiana 71301","Grifols Talecris Plasma Resources, Inc.",318-484-2026
42.9748099,-83.7124267,MI,US,"G3483 Van Syke Rd, Flint, Michigan 48507","Grifols Talecris Plasma Resources, Inc.",810-237-1041
41.6527023,-83.5580639,OH,US,"625 Dorr Street Toledo, Ohio 43604","GRIFOLS Talecris Plasma Resources, Inc.",419-244-3910
35.4759161,-80.6093066,NC,US,"1331 S Cannon Blvd, Kannapolis, North Carolina 28083","Grifols Talecris Plasma Resources, Inc.",704-933-1300
31.57934,-84.089176,Dougherty County,GA,"2438 Clark Avenue, Albany, Georgia 31705","Grifols Talecris Plasma Resources, Inc.",229-420-8456
42.976447,-82.4534955,St Clair County,MI,"649 24th Street, Port Huron, Michigan 48060","Grifols Talecris Plasma Resources, Inc.",810.985.5834
52.50847,13.3058401,Berlin,Berlin,Wilmersdorfer Straße 54 10627 Berlin Germany,Haema Blutspendezentrum Berlin-Charlottenburg,+49 030-688 383 620
52.53769560000001,13.6059446,Berlin,Berlin,Peter-Weiss-Gasse 1 12627 Berlin Germany,Haema Blutspendezentrum Berlin-Hellersdorf,+49 030-992-550
52.5691506,13.5690429,Berlin,Berlin,Havemannstraße 12b 12689 Berlin Germany,Haema Blutspendezentrum Berlin-Marzahn,+49 030-936 410
52.5288656,13.4560194,Berlin,Berlin,Landsberger Allee 117 10407 Berlin Germany,Haema Blutspendezentrum Berlin-Prenzlauer Berg,+49 30 45 79 97
52.58381,13.2882491,Berlin,Berlin,Berliner Straße 25 13507 Berlin Germany,Haema Blutspendezentrum Berlin-Tegel,+49-030-437-4360
52.5496484,13.3881409,Berlin,Berlin,Badstraße 4a 13357 Berlin Germany,Haema Blutspendezentrum Berlin-Wedding,+49 030-497 689210
50.7334746,7.097727900000001,K,NRW,Poststraße 19 53111 Bonn Germany,Haema Blutspendezentrum Bonn,
52.40570109999999,12.5670032,Brandenburg an der Havel,BB,Kirchhofstraße 1-2 14776 Brandenburg an der Havel Germany,Haema Blutspendezentrum Brandenburg a.d. Havel,+49 3381 396 7630
50.8318336,12.9193381,C,SN,Markt 5 09111 Chemnitz Germany,Haema Blutspendezentrum Chemnitz,
51.5144774,7.471593100000001,Arnsberg,NRW,Ostenhellweg 50-52 44135 Dortmund Germany,Haema Blutspendezentrum Dortmund,
51.0467891,13.7705699,DD,SN,Fetscherplatz 2a 01307 Dresden Germany,Haema Blutspendezentrum Dresden-Fetscherplatz,49.351.2166819
51.04808999999999,13.7237,DD,SN,Rosenstraße 30 01067 Dresden Germany,Haema Blutspendezentrum Dresden-World Trade Center,49.351.40792538
50.9736865,11.0328879,EF,TH,Lachsgasse 3 99084 Erfurt Germany,Haema Blutspendezentrum Erfurt,
51.4577634,7.013021699999999,Düsseldorf,NRW,Kettwiger Straße 64 45127 Essen Germany,Haema Blutspendezentrum Essen,
51.316436,12.394001,Leipzig,SN,"Landsteinerstrasse 1, 04103 Leipzig Germany",Haema Blutspendezentrum Firmen Zentrale,
52.3428682,14.5511439,Frankfurt (Oder),BB,Karl-Marx-Str. 2 15230 Frankfurt (Oder) Germany,Haema Blutspendezentrum Frankfurt (Oder),+49 335.869.11820
50.9117164,13.3449795,C,SN,Bahnhofstraße 40-42 09599 Freiberg Germany,Haema Blutspendezentrum Freiberg,
50.8782948,12.0775109,G,TH,NEU Breitscheidstraße 1-5 07545 Gera Germany,Haema Blutspendezentrum Gera,
51.15170999999999,14.987955,DD,SN,An der Frauenkirche 12 City Center Frauentor 02826 Görlitz Germany,Haema Blutspendezentrum Görlitz,
50.9528907,10.7148775,GTH,TH,Oststraße 51 99867 Gotha Germany,Haema Blutspendezentrum Gotha,
51.23798739999999,12.722138,Leipzig,SN,Käthe-Kollwitz-Straße 6 04668 Grimma Germany,Haema Blutspendezentrum Grimma,
51.4799648,11.9244074,Halle (Saale),SA,City Galerie Neustädter Passage 17 A 06122 Halle (Saale) Germany,Haema Blutspendezentrum Halle (Saale),
51.6805975,7.81312,Arnsberg,NRW,Westring 2 59065 Hamm Germany,Haema Blutspendezentrum Hamm,
50.9276442,11.5820282,J,TH,Goethe Gallerie Goethestraße 3a 07743 Jena Germany,Haema Blutspendezentrum Jena,
51.3119031,12.3736328,Leipzig,SN,Karl-Liebknecht-Straße 153-155 04277 Leipzig Germany,Haema Blutspendezentrum Leipzig-Connewitz,
51.3618371,12.3711376,Leipzig,SN,Lützowstraße 11 04155 Leipzig Germany,Haema Blutspendezentrum Leipzig-Gohlis,49.341.5830950
51.34087299999999,12.374145,Leipzig,SN,Markt 9 04109 Leipzig Germany,Haema Blutspendezentrum Leipzig-Markt,49.341.2120060
53.8653477,10.6857979,Lübeck,SH,Sandstraße 1-15 23552 Lübeck Germany,Haema Blutspendezentrum Lübeck,
48.1491845,11.5587895,Oberbayern,BY,Dachauer Straße 70 80335 München Germany,Haema Blutspendezentrum München,+089 547 265 990
50.494268,12.137141,C,SN,"Klostermarkt, Oberer Steinweg 10 08523 Plauen Germany",Haema Blutspendezentrum Plauen,
52.3711652,13.1341523,P,BB,Nuthestraße 1 14480 Potsdam Germany,Haema Blutspendezentrum Potsdam,+49 331.297.04130
49.0059646,12.1194544,Oberpfalz,BY,Hildegard-von-Bingen-Straße 1 93053 Regensburg Germany,Haema Blutspendezentrum Regensburg,+0941 280 897 0
54.0862,12.1251701,Rostock,MV,"Deutsche-Med Platz 2, 18057 Rostock, Germany",Haema Blutspendezentrum Rostock,
53.63032980000001,11.4150778,SN,MV,"Friedrichstraße 18, 19055 Schwerin, Germany",Haema Blutspendezentrum Schwerin,
50.97718,11.3255,WE,TH,Steubenstraße 15 99423 Weimar Germany,Haema Blutspendezentrum Weimar,
50.7190471,12.4946765,C,SN,Zwickau-Arcaden Marienstraße 3/1 08056 Zwickau Germany,Haema Blutspendezentrum Zwickau,
30.2879599,-81.5029333,FL,US,"11925 Beach Blvd Ste 212, Jacksonville, Florida 32246",Hemarus LLC,561.623.5490
47.470813,19.062054,XI. kerület,Budapest,"Neumann Janos utca 1/E, 1117 Budapest, Hungary",Human BioPlazma -Budapest I [KEDPLASMA Magyarorszag],36.1.209.9243
47.499512,19.054381,V. kerület,Budapest,"Bajcsy-Zsilinszky út 12, 3rd Floor, 1051 Budapest, Hungary",Human BioPlazma -Budapest II [KEDPLASMA Magyarorszag],36.1.328.0438
47.5414997,21.6193857,Füredi út,Debrecen,"Füredi út 27, 4027 Debrecen, Hungary",Human BioPlazma -Debrecen I [KEDPLASMA Magyarorszag],36.52.531.923
47.533693,21.6254577,Péterfia u.,Debrecen,"Peterfia u. 2, M4027 Debrecen, Hungary",Human BioPlazma -Debrecen II [KEDPLASMA Magyarorszag],36.52.887.821
48.1021172,20.7913098,Király u.,Miskolc,"Kiraly u. 2, M-3530 Miskolc, Hungary",Human BioPlazma -Miskolc [KEDPLASMA Magyarorszag],36.46.888.198
46.073991,18.212145,Rókus u.,Pécs,"Rokus u 1, 7624 Pecs, Hungary",Human BioPlazma -Pecs [KEDPLASMA Magyarorszag],36.72.889148
32.8239455,-96.9662749,Dallas County,TX,"1745 W. Irving Blvd, Irving, Texas 75061","ImmunoTek BioCenters, LLC",469-299-7490
32.3664195,-88.6952067,MS,US,"416 18th Avenue, Meridian, Mississippi 39301","ImmunoTek BioCenters, LLC",601.462.5145
26.6170553,-80.1151596,Palm Beach County,FL,"4560 Lake Worth Road, Greenacres, Florida 33463","ImmunoTek BioCenters, LLC",561.270.6712
43.1195878,-89.3266567,Dane County,WI,"3521 Anderson Street, Madison, Wisconsin 53704","Interstate Blood & Plasma, Inc.",608-240-2785
41.2347028,-75.9189224,Luzerne County,PA,"665 Carey Avenue, Wilkes Barre, Pennsylvania 18702",Interstate Blood and Plasma Inc.,570-823-4119
42.619071,-87.83513099999999,Kenosha County,WI,"2053 22nd Avenue, Kenosha, Wisconsin 53140",Interstate Blood and Plasma Inc.,262-654-1366
43.0742125,-89.3919801,WI,US,"319 Gorham Street, Madison, Wisconsin 53703",Interstate Blood and Plasma Inc.,608-256-2110
41.9687028,-87.7119891,Cook County,IL,"3324 West Lawrence Avenue, Chicago, Illinois 60625",Interstate Blood Bank Inc.,773-478-2989
38.6523079,-90.2679603,MO,US,"5121 Delmar Boulevard, St. Louis, Missouri 63108",Interstate Blood Bank Inc.,314-367-5200
43.0234378,-87.9314504,WI,US,"1530 West National Avenue, Milwaukee, Wisconsin 53204",Interstate Blood Bank Inc.,414-643-8222
43.0612761,-87.9394162,Milwaukee County,WI,"2126 West Fond du Lac Avenue, Milwaukee, Wisconsin 53206",Interstate Blood Bank Inc.,414-931-0600
49.473735,10.990102,Mittelfranken,BY,"Hallstr 9, Furth, 90762 Germany",KEDPLASMA GmbH,911-216-5590
49.9522503,11.5696624,Oberfranken,BY,"Spinnereistr. 5 b, Bayreuth, 95445 Germany",KEDPLASMA GmbH,921-404-2020
48.7621317,11.4257213,Oberbayern,BY,"Rathausplatz 11, Ingolstadt, 85049 Germany",KEDPLASMA GmbH,841-934-3020
48.3690115,10.8970714,Schwaben,BY,"Philippine-Welser-Str 8, 86150 Augsburg, Germany",KEDPLASMA GmbH,49.821.217007.10
30.6630346,-88.1325196,Mobile County,AL,"1255 Montlimar Drive, Mobile, Alabama 36609","KEDPLASMA, LLC",251-479-2224
30.7204703,-88.1652946,AL,US,"5301 Moffett Road, Suite 230, Mobile, Alabama 36618","KEDPLASMA, LLC",251-343-9407
30.4773018,-87.19992789999999,Escambia County,FL,"5401 Corporate Woods Drive Ste 500, Pensacola, Florida 32504","KEDPLASMA, LLC",850-476-7999
36.0787873,-80.2435177,NC,US,"250 YWCA Way, Winston-Salem, North Carolina 27127","KEDPLASMA, LLC",336-722-8206
32.4100757,-93.795388,LA,US,"9025 Mansfield Road, Shreveport, Louisiana 71118","KEDPLASMA, LLC",318-703-6060
34.9613265,-81.0052789,York County,SC,"1843 Cherry Road, Rock Hill, South Carolina 29732","KEDPLASMA, LLC",803-526-7300
36.0898563,-79.4321922,NC,US,"505 East Webb Avenue. Burlington, North Carolina 27217","KEDPLASMA, LLC",336-329-5090
28.3080424,-81.4049654,Osceola County,FL,"1820 North Main Street, Kissimmee, Florida 34744","KEDPLASMA, LLC",321-337-0500
29.1997641,-82.10000529999999,Marion County,FL,"2730 NE 14th Street, Ocala, Florida 34470","KEDPLASMA, LLC",352-877-4000
35.61191,-77.392732,NC,US,"505 S Memorial Dr, Greenville, North Carolina 27834","KEDPLASMA, LLC",252-214-6647
33.7084064,-78.89567,Horry County,SC,"1890 Joe White Avenue, Myrtle Beach, South Carolina 29577","KEDPLASMA, LLC",843-353-3706
35.273008,-81.148702,Gaston County,NC,"588 North New Hope Road, Gastonia, North Carolina 28054","KEDPLASMA, LLC",704-691-3287
27.3683209,-82.50484139999999,Sarasota County,FL,"3900 N Lockwood Ridge Rd, Sarasota, Florida 34234","KEDPLASMA, LLC",941-210-5588
32.4744189,-94.74335719999999,TX,US,"1501 South High Street, Longview, Texas 75602","KEDPLASMA, LLC",903.653.1479
42.9626378,-78.7125119,NY,US,"15 Limestone Drive, Williamsville, New York 14221","KEDPLASMA, LLC /Somerset Labs",716-631-1281
35.9632916,-83.9591494,TN,US,"2820 Middlebrook Pike Ste 112, Knoxville, Tennessee 37921",Knoxville Plasma Corporation,865-637-1497
37.3728582,-79.19690969999999,Lynchburg,VA,"6015 Fort Avenue Ste 23, Lynchburg, Virginia 24502",Octapharma Plasma Inc,434-237-6881
38.8443229,-76.8717899,Prince George's County,MD,"7730 Marlboro Pike, Forestville, Maryland 20747",Octapharma Plasma Inc,301.420.1803
29.480652,-98.6079078,Bexar County,TX,"5819 NW Loop 410 Suite 114-115, San Antonio, Texas 78238",Octapharma Plasma Inc.,210-521-2203
34.8096292,-87.66539519999999,Lauderdale County,AL,"887 Florence Boulevard, Florence, Alabama 35630",Octapharma Plasma Inc.,256-767-0493
34.1878736,-118.4481941,Los Angeles County,CA,"6454 Van Nuys Boulevard, Suite 100, Van Nuys, California 91401",Octapharma Plasma Inc.,818-997-6033
32.7531746,-117.2189692,CA,US,"3232 Duke Street, San Diego, California 92110",Octapharma Plasma Inc.,619-758-9278
30.1634564,-81.751181,Clay County,FL,"2141 Loch Rane Boulevard, Suites 101-105, Orange Park, Florida 32073",Octapharma Plasma Inc.,904-276-2084
30.3294104,-81.588629,Duval County,FL,"978 Arlington Road, Jacksonville, Florida 32211",Octapharma Plasma Inc.,904-805-0381
41.4893128,-90.4824859,Rock Island County,IL,"3644 Avenue of the Cities, Moline, Illinois 61265",Octapharma Plasma Inc.,309-757-9030
41.7473742,-88.2866378,IL,US,"418 Hill Avenue, Aurora, Illinois 60505",Octapharma Plasma Inc.,630-375-0228
39.7628414,-89.6854078,Sangamon County,IL,"1770 Wabash Avenue, Springfield, Illinois 62704",Octapharma Plasma Inc.,217-546-8605
